r_name,b_name,event,date,month,year,gender,city,state,country,referee,winner,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_age_range,r_stance,b_odds,b_age,b_age_range,b_stance,r_avgkd,r_avgsigstratt,r_avgsigstrlanded,r_avgtdatt,r_avgtdlanded,r_avgsubatt,r_avgctrltime(seconds),b_avgkd,b_avgsigstratt,b_avgsigstrlanded,b_avgtdatt,b_avgtdlanded,b_avgsubatt,b_avgctrltime(seconds),r_undefeated,b_undefeated,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion
Daron Cruickshank,Henry Martinez,UFC on FOX: Henderson vs Diaz,2012-12-08,12,2012,MALE,Seattle,Washington,USA,Anthony Hamlett,Red,KO/TKO,Kick,2,False,Lightweight,3,False,2.54,-2,10.16,-170,27,26-30,Switch,150,29,26-30,Southpaw,0.0,30.0,17.0,5.0,4.0,0.0,496.0,0.0,157.5,42.5,0.5,0.0,0.0,7.0,True,False,False,False,False,False,False,False
Dennis Siver,Nam Phan,UFC on FOX: Henderson vs Diaz,2012-12-08,12,2012,MALE,Seattle,Washington,USA,Anthony Hamlett,Red,U-DEC,,3,False,Featherweight,3,False,0.0,4,0.0,-290,33,31-35,Orthodox,245,29,26-30,Orthodox,0.1651611328125,143.6202392578125,48.163818359375,3.7049560546875,0.1409912109375,0.03515625,40.1566162109375,0.0,257.5625,99.0,0.125,0.125,0.0625,30.4375,False,False,False,False,False,False,False,False
Marcus LeVesseur,Abel Trujillo,UFC on FOX: Henderson vs Diaz,2012-12-08,12,2012,MALE,Seattle,Washington,USA,Anthony Hamlett,Blue,KO/TKO,Knees,2,False,Lightweight,3,False,2.54,1,0.0,-140,30,26-30,Southpaw,120,29,26-30,Orthodox,0.0,45.5,30.0,4.5,2.5,0.5,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Mauricio Rua,Alexander Gustafsson,UFC on FOX: Henderson vs Diaz,2012-12-08,12,2012,MALE,Seattle,Washington,USA,Dan Miragliotta,Blue,U-DEC,,3,False,Light Heavyweight,3,False,-10.16,6,-7.62,240,31,31-35,Orthodox,-280,25,21-25,Orthodox,0.671875,110.22265625,62.87890625,6.15625,3.2734375,0.2578125,486.4375,0.921875,161.75,46.34375,0.75,0.625,0.21875,36.8125,False,False,False,False,False,False,False,False
Mike Swick,Matt Brown,UFC on FOX: Henderson vs Diaz,2012-12-08,12,2012,MALE,Seattle,Washington,USA,Dan Miragliotta,Blue,KO/TKO,Punches,2,False,Welterweight,3,False,2.54,2,5.08,-140,33,31-35,Orthodox,120,31,31-35,Orthodox,0.09423828125,53.166748046875,17.9521484375,1.232421875,0.849609375,0.20458984375,64.048095703125,0.13671875,77.76220703125,43.93505859375,5.3466796875,1.555419921875,0.375244140625,151.62158203125,False,False,False,False,False,False,False,False
Ramsey Nijem,Joe Proctor,UFC on FOX: Henderson vs Diaz,2012-12-08,12,2012,MALE,Seattle,Washington,USA,Dan Miragliotta,Red,U-DEC,,3,False,Lightweight,3,False,2.54,-3,7.62,-230,24,21-25,Orthodox,190,27,26-30,Orthodox,0.0,41.0,20.25,5.0,2.5,1.0,223.0,1.0,28.0,10.0,0.0,0.0,0.0,5.0,False,True,False,False,False,False,False,False
Raphael Assuncao,Mike Easton,UFC on FOX: Henderson vs Diaz,2012-12-08,12,2012,MALE,Seattle,Washington,USA,Steve Newport,Red,U-DEC,,3,False,Bantamweight,3,False,-2.54,2,-10.16,250,30,26-30,Orthodox,-300,28,26-30,Southpaw,0.5,60.25,35.0,2.0,0.75,0.0,95.25,0.25,143.5,52.0,1.75,0.75,0.0,72.0,False,True,False,False,False,False,False,False
Scott Jorgensen,John Albert,UFC on FOX: Henderson vs Diaz,2012-12-08,12,2012,MALE,Seattle,Washington,USA,Herb Dean,Red,SUB,Rear Naked Choke,1,False,Bantamweight,3,False,-7.62,4,-5.08,-280,30,26-30,Orthodox,240,26,26-30,Orthodox,0.0,139.875,49.375,4.5,0.75,0.0,69.75,0.25,34.25,16.0,1.5,0.0,1.75,41.0,False,False,False,False,False,False,False,False
Yves Edwards,Jeremy Stephens,UFC on FOX: Henderson vs Diaz,2012-12-08,12,2012,MALE,Seattle,Washington,USA,Steve Newport,Red,KO/TKO,Punch,1,False,Lightweight,3,False,2.54,10,5.08,200,36,36-40,Southpaw,-240,26,26-30,Orthodox,0.521240234375,116.25238037109376,39.0980224609375,1.80084228515625,0.16412353515625,0.12872314453125,44.46746826171875,0.126220703125,91.9224853515625,38.8692626953125,4.89501953125,1.55029296875,0.50146484375,120.9862060546875,False,False,False,False,False,False,False,False
Benny Alloway,Manuel Rodriguez,UFC on FX: Sotiropoulos vs Pearson,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,Steve Perceval,Red,,,,False,Welterweight,3,False,5.08,4,17.78,-235,31,31-35,Orthodox,215,27,26-30,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Brendan Loughnane,Mike Wilkinson,UFC on FX: Sotiropoulos vs Pearson,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,John Sharp,Blue,U-DEC,,3,False,Lightweight,3,False,7.62,-2,5.08,210,23,21-25,Switch,-230,25,21-25,Switch ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Chad Mendes,Yaotzin Meza,UFC on FX: Sotiropoulos vs Pearson,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,Steve Perceval,Red,KO/TKO,Punch,1,False,Featherweight,3,False,-7.62,-4,-20.32,-1650,27,26-30,Orthodox,1300,31,31-35,Orthodox,0.5,34.125,18.625,3.625,1.125,0.0,97.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Colin Fletcher,Norman Parke,UFC on FX: Sotiropoulos vs Pearson,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,John Sharp,Blue,U-DEC,,3,True,Lightweight,3,False,7.62,4,20.32,116,29,26-30,Orthodox,-126,25,21-25,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
George Sotiropoulos,Ross Pearson,UFC on FX: Sotiropoulos vs Pearson,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,Marc Goddard,Blue,KO/TKO,Punch,3,False,Lightweight,5,False,5.08,7,5.08,190,35,31-35,Orthodox,-210,28,26-30,Orthodox,0.0625,86.875,17.21484375,4.9453125,0.58203125,0.3984375,63.9921875,0.0,118.0390625,45.8828125,4.4453125,1.953125,0.0,123.375,False,False,False,False,False,False,False,False
Hector Lombard,Rousimar Palhares,UFC on FX: Sotiropoulos vs Pearson,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,Marc Goddard,Red,KO/TKO,Punches,1,False,Middleweight,3,False,2.54,2,0.0,-225,34,31-35,Southpaw,205,32,31-35,Orthodox,0.0,77.0,26.0,4.0,2.0,0.0,143.0,0.125,17.134765625,9.701171875,1.244140625,0.791015625,1.015625,51.646484375,False,False,False,False,False,False,False,False
Mike Pierce,Seth Baczynski,UFC on FX: Sotiropoulos vs Pearson,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,Marc Goddard,Red,U-DEC,,3,False,Welterweight,3,False,-17.78,1,-10.16,-400,32,31-35,Orthodox,355,31,31-35,Orthodox,0.515625,51.90625,24.818359375,4.486328125,1.005859375,0.03125,246.25,0.5625,72.0625,19.8125,2.125,0.375,0.375,94.25,False,False,False,False,False,False,False,False
Nick Penner,Cody Donovan,UFC on FX: Sotiropoulos vs Pearson,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,Marc Goddard,Blue,KO/TKO,Punch,1,False,Light Heavyweight,3,False,2.54,1,7.62,-140,32,31-35,Southpaw,130,31,31-35,Orthodox,0.0,22.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Robert Whittaker,Bradley Scott,UFC on FX: Sotiropoulos vs Pearson,2012-12-14,12,2012,MALE,Gold Coast,Queensland,Australia,Steve Perceval,Red,,,,True,Welterweight,3,False,-2.54,-2,-7.62,-235,21,21-25,Orthodox,215,23,21-25,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Colton Smith,Mike Ricci,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Red,U-DEC,,3,True,Welterweight,4,False,0.0,-1,-15.24,270,25,21-25,Orthodox,-300,26,26-30,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Dustin Poirier,Jonathan Brookins,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,SUB,D'Arce Choke,1,False,Featherweight,3,False,-7.62,-4,-2.54,-270,23,21-25,Southpaw,248,27,26-30,Southpaw,0.0,94.0,42.5,3.4375,0.6875,0.875,206.4375,0.0,59.75,24.875,5.375,1.25,0.5,173.375,False,False,False,False,False,False,False,False
Jared Papazian,Tim Elliott,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,Chris Tognoni,Blue,U-DEC,,3,False,Flyweight,3,False,2.54,-1,2.54,175,24,21-25,Southpaw,-190,25,21-25,Southpaw,0.0,92.0,37.5,1.5,0.0,0.0,91.5,0.0,225.0,79.0,5.0,0.0,0.0,2.0,False,False,False,False,False,False,False,False
Johnny Bedford,Marcos Vinicius,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,Kim Winslow,Red,KO/TKO,Punch,2,False,Bantamweight,3,False,2.54,-4,2.54,-265,29,26-30,Orthodox,245,33,31-35,Orthodox,1.0,140.0,82.0,6.0,4.0,0.0,561.0,0.0,58.0,28.0,0.0,0.0,0.0,2.0,True,True,False,False,False,False,False,False
Mike Pyle,James Head,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Red,KO/TKO,Knee,1,False,Welterweight,3,False,-2.54,9,2.54,-130,37,36-40,Orthodox,120,28,26-30,Orthodox,0.765625,31.86328125,16.66796875,1.703125,0.9765625,0.15625,117.046875,0.25,66.25,31.25,0.5,0.5,0.75,114.5,False,False,False,False,False,False,False,False
Mike Rio,John Cofer,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,Kim Winslow,Red,SUB,Armbar,3,False,Lightweight,3,False,2.54,3,-5.08,100,31,31-35,Orthodox,-110,28,26-30,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,36.0,4.0,2.0,0.0,52.0,True,False,False,False,False,False,False,False
Pat Barry,Shane del Rosario,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,Kim Winslow,Red,KO/TKO,Punch,2,False,Heavyweight,3,False,-12.7,4,-12.7,220,33,31-35,Orthodox,-240,29,26-30,Southpaw,0.4453125,25.3125,16.83984375,0.5625,0.0,0.5,85.72265625,0.0,49.0,32.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False
Reuben Duran,Hugo Viana,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Blue,KO/TKO,Punch,1,False,Bantamweight,3,False,2.54,-1,5.08,-125,29,26-30,Orthodox,115,30,26-30,Orthodox,0.0,107.0,54.5,3.5,1.0,1.0,237.5,0.0,141.0,65.0,0.0,0.0,0.0,74.0,False,True,False,False,False,False,False,False
Roy Nelson,Matt Mitrione,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,KO/TKO,Punch,1,False,Heavyweight,5,False,-7.62,2,-17.78,-185,36,36-40,Orthodox,170,34,31-35,Switch,0.53125,35.75,14.328125,0.5625,0.265625,0.25,93.09375,1.03125,63.1875,28.3125,0.0,0.0,0.125,24.125,False,False,False,False,False,False,False,False
TJ Waldburger,Nick Catone,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,SUB,Triangle Choke,2,False,Welterweight,3,False,-2.54,-7,7.62,-105,24,21-25,Orthodox,-105,31,31-35,Southpaw,0.5,26.3125,12.75,1.75,1.5,2.9375,120.6875,0.0,56.15625,22.375,8.21875,2.40625,0.125,251.125,False,False,False,False,False,False,False,False
Vinc Pichel,Rustam Khabilov,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,12,2012,MALE,Las Vegas,Nevada,USA,Chris Tognoni,Blue,KO/TKO,Slam,1,False,Lightweight,3,False,5.08,4,-2.54,260,30,26-30,Orthodox,-290,26,26-30,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Brad Pickett,Eddie Wineland,UFC 155: Dos Santos vs Velasquez II,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,Yves Lavigne,Blue,S-DEC,,3,False,Bantamweight,3,False,-2.54,6,-2.54,145,34,31-35,Orthodox,-155,28,26-30,Orthodox,0.75,54.75,18.5,1.75,1.0,0.25,85.25,0.5,129.5,39.25,1.5,0.75,0.0,42.75,False,False,False,False,False,False,False,False
Chris Cariaso,John Moraga,UFC 155: Dos Santos vs Velasquez II,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,Chris Tognoni,Blue,SUB,Guillotine Choke,3,False,Flyweight,3,False,-7.62,3,-7.62,130,31,31-35,Southpaw,-140,28,26-30,Orthodox,0.0,98.5,57.6875,4.125,1.8125,0.125,205.5625,1.0,63.0,34.0,0.0,0.0,0.0,21.0,False,True,False,False,False,False,False,False
Chris Leben,Derek Brunson,UFC 155: Dos Santos vs Velasquez II,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,Herb Dean,Blue,U-DEC,,3,False,Middleweight,3,False,-5.08,4,-7.62,-144,32,31-35,Southpaw,134,28,26-30,Southpaw,0.2530670166015625,35.36307144165039,14.68502426147461,1.3164138793945312,1.0437545776367188,1.2822341918945312,59.30461502075195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Erik Perez,Byron Bloodworth,UFC 155: Dos Santos vs Velasquez II,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,Kim Winslow,Red,KO/TKO,Punches,1,False,Bantamweight,3,False,0.0,-6,-2.54,-475,23,21-25,Orthodox,420,29,26-30,Orthodox,0.5,18.5,13.5,0.0,0.0,0.5,79.0,0.0,77.0,17.0,3.0,0.0,0.0,44.0,True,False,False,False,False,False,False,False
Jim Miller,Joe Lauzon,UFC 155: Dos Santos vs Velasquez II,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,Yves Lavigne,Red,U-DEC,,3,False,Lightweight,3,False,-5.08,1,0.0,-185,29,26-30,Southpaw,170,28,26-30,Orthodox,0.068359375,55.101806640625,18.75048828125,3.46875,0.859619140625,1.251220703125,72.351318359375,0.062744140625,67.5439453125,24.098388671875,2.688720703125,1.07568359375,0.7421875,75.154052734375,False,False,False,False,False,False,False,False
Junior Dos Santos,Cain Velasquez,UFC 155: Dos Santos vs Velasquez II,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,Herb Dean,Blue,U-DEC,,5,True,Heavyweight,5,False,7.62,-2,0.0,-190,28,26-30,Orthodox,175,30,26-30,Orthodox,0.99609375,91.82421875,52.08984375,0.375,0.3125,0.0,18.55078125,0.32421875,44.89453125,24.375,1.34765625,0.90234375,0.03125,140.80078125,True,False,False,False,False,False,False,False
Leonard Garcia,Max Holloway,UFC 155: Dos Santos vs Velasquez II,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,Kim Winslow,Blue,S-DEC,,3,False,Featherweight,3,False,-2.54,12,0.0,380,33,31-35,Orthodox,-430,21,21-25,Orthodox,0.25,158.984375,32.890625,0.859375,0.125,0.046875,16.75,0.75,136.75,46.75,0.0,0.0,0.0,18.25,False,False,False,False,False,False,False,False
Melvin Guillard,Jamie Varner,UFC 155: Dos Santos vs Velasquez II,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,Chris Tognoni,Blue,S-DEC,,3,False,Lightweight,3,False,2.54,1,-10.16,-140,29,26-30,Orthodox,130,28,26-30,Orthodox,0.5991973876953125,46.32991027832031,17.946975708007812,0.2629470825195312,0.2536697387695312,7.62939453125e-06,23.395797729492188,0.75,112.125,49.125,4.5,2.75,0.75,132.0,False,False,False,False,False,False,False,False
Michael Johnson,Myles Jury,UFC 155: Dos Santos vs Velasquez II,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,Herb Dean,Blue,U-DEC,,3,False,Lightweight,3,False,0.0,2,0.0,-255,26,26-30,Southpaw,235,24,21-25,Orthodox,0.8125,86.59375,35.53125,0.6875,0.15625,0.0,41.53125,0.0,49.0,12.0,0.0,0.0,1.0,0.0,False,True,False,False,False,False,False,False
Philip De Fries,Todd Duffee,UFC 155: Dos Santos vs Velasquez II,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,Yves Lavigne,Blue,KO/TKO,Punches,1,False,Heavyweight,3,False,5.08,-1,7.62,315,26,26-30,Orthodox,-345,27,26-30,Orthodox,0.5,48.75,22.75,4.25,1.75,0.5,346.75,0.5,93.5,27.5,0.0,0.0,0.0,2.5,False,False,False,False,False,False,False,False
Tim Boetsch,Costas Philippou,UFC 155: Dos Santos vs Velasquez II,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,Kim Winslow,Blue,,,,False,Middleweight,3,False,2.54,-2,2.54,-145,31,31-35,Orthodox,135,33,31-35,Orthodox,0.25390625,87.328125,45.85546875,6.474609375,0.986328125,0.546875,69.64453125,0.4375,132.375,42.25,1.3125,0.25,0.1875,30.6875,False,False,False,False,False,False,False,False
Yushin Okami,Alan Belcher,UFC 155: Dos Santos vs Velasquez II,2012-12-29,12,2012,MALE,Las Vegas,Nevada,USA,Chris Tognoni,Red,U-DEC,,3,False,Middleweight,3,False,0.0,3,5.08,105,31,31-35,Southpaw,-115,28,26-30,Orthodox,0.05078125,68.78839111328125,25.74224853515625,4.22418212890625,1.8470458984375,0.01080322265625,268.56976318359375,0.093994140625,44.407470703125,24.010986328125,0.133056640625,0.129638671875,0.64208984375,133.572021484375,False,False,False,False,False,False,False,False
Daniel Sarafian,CB Dollaway,UFC on FX: Belfort vs Bisping,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,Mario Yamasaki,Blue,S-DEC,,3,False,Middleweight,3,False,-12.7,1,-7.62,-140,30,26-30,Orthodox,130,29,26-30,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.548828125,20.90625,5.7578125,3.130859375,0.94140625,440.8125,True,False,False,False,False,False,False,False
Diego Nunes,Nik Lentz,UFC on FX: Belfort vs Bisping,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,Dan Miragliotta,Blue,U-DEC,,3,False,Featherweight,3,False,-5.08,2,-2.54,-135,30,26-30,Orthodox,125,28,26-30,Orthodox,1.0625,124.5625,54.0,3.1875,1.625,0.0,199.125,0.0,48.49609375,31.12890625,4.88671875,2.7734375,0.599609375,128.970703125,False,False,False,False,False,False,False,False
Edson Barboza,Lucas Martins,UFC on FX: Belfort vs Bisping,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,Mario Yamasaki,Red,KO/TKO,Punches,1,False,Lightweight,3,False,-2.54,2,7.62,-320,26,26-30,Orthodox,290,24,21-25,Southpaw,0.5,78.25,29.6875,0.375,0.25,0.0,22.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Francisco Trinaldo,CJ Keith,UFC on FX: Belfort vs Bisping,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,Marc Goddard,Red,SUB,Arm Triangle,2,False,Lightweight,3,False,-7.62,8,-7.2,-440,34,31-35,Southpaw,390,26,26-30,Orthodox,0.5,61.5,33.0,0.0,0.0,1.0,158.5,0.0,7.0,5.0,0.0,0.0,0.0,24.0,False,False,False,False,False,False,False,False
Gabriel Gonzaga,Ben Rothwell,UFC on FX: Belfort vs Bisping,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,Marc Goddard,Red,SUB,Guillotine Choke,2,False,Heavyweight,3,False,-5.08,2,-5.08,-115,33,31-35,Orthodox,105,31,31-35,Orthodox,0.07958984375,35.91455078125,13.266357421875,1.686279296875,1.178466796875,0.76171875,50.35205078125,0.5,32.625,14.625,4.375,1.125,0.25,125.75,False,False,False,False,False,False,False,False
Godofredo Pepey,Milton Vieira,UFC on FX: Belfort vs Bisping,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,Mario Yamasaki,Red,S-DEC,,3,False,Featherweight,3,False,-12.7,-9,2.54,155,25,21-25,Orthodox,-165,34,31-35,Orthodox,0.0,83.0,32.0,4.0,0.0,1.0,65.0,0.0,78.0,30.0,3.0,1.0,0.0,197.0,False,False,False,False,False,False,False,False
Ronny Markes,Andrew Craig,UFC on FX: Belfort vs Bisping,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,Marc Goddard,Red,U-DEC,,3,False,Middleweight,3,False,0.0,-3,-2.54,-315,24,21-25,Orthodox,285,27,26-30,Orthodox,0.0,74.5,51.0,6.0,4.0,0.0,548.5,0.5,75.5,29.5,1.5,0.5,0.0,143.0,True,True,False,False,False,False,False,False
Thiago Tavares,Khabib Nurmagomedov,UFC on FX: Belfort vs Bisping,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,Dan Miragliotta,Blue,KO/TKO,Elbows,1,False,Lightweight,3,False,-7.62,4,-5.08,175,28,26-30,Orthodox,-190,24,21-25,Orthodox,0.0,86.326171875,33.078125,7.935546875,2.1103515625,0.111328125,199.59814453125,0.5,89.0,30.0,11.0,1.5,0.5,312.0,False,True,False,False,False,False,False,False
Vitor Belfort,Michael Bisping,UFC on FX: Belfort vs Bisping,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,Dan Miragliotta,Red,KO/TKO,Kick,2,False,Middleweight,5,False,-2.54,2,-2.54,-121,35,31-35,Southpaw,111,33,31-35,Orthodox,0.25250244140625,30.720611572265625,14.0234375,0.00457763671875,0.00347900390625,0.781982421875,25.5859375,0.062774658203125,137.38671875,60.756103515625,7.9945068359375,2.490570068359375,0.00396728515625,228.689453125,False,False,False,False,False,False,False,False
Wagner Prado,Ildemar Alcantara,UFC on FX: Belfort vs Bisping,2013-01-19,1,2013,MALE,Sao Paulo,,Brazil,Mario Yamasaki,Blue,SUB,Kneebar,2,False,Light Heavyweight,3,False,-5.08,-4,-10.16,-215,26,26-30,Southpaw,195,30,26-30,Orthodox,0.0,13.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Anthony Pettis,Donald Cerrone,UFC on FOX: Johnson vs Dodson,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,Robert Madrigal,Red,KO/TKO,Kick,1,False,Lightweight,3,False,-7.62,-4,-2.54,-150,25,21-25,Orthodox,140,29,26-30,Orthodox,0.5,34.5,13.25,2.25,1.5,0.25,114.0,0.625,81.984375,39.171875,0.828125,0.296875,0.078125,14.171875,False,False,False,False,False,False,False,False
Clay Guida,Hatsu Hioki,UFC on FOX: Johnson vs Dodson,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,Robert Madrigal,Red,S-DEC,,3,False,Featherweight,3,False,-10.16,2,0.0,-210,31,31-35,Orthodox,190,29,26-30,Orthodox,0.00048828125,187.04086303710935,29.566253662109375,5.6258544921875,1.434051513671875,1.14300537109375,169.05123901367188,0.0,62.5,31.25,5.5,3.0,0.5,448.5,False,False,False,False,False,False,False,False
Demetrious Johnson,John Dodson,UFC on FOX: Johnson vs Dodson,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,John McCarthy,Red,U-DEC,,5,True,Flyweight,5,False,0.0,-2,0.0,-245,26,26-30,Orthodox,205,28,26-30,Orthodox,0.25,149.34375,75.90625,8.5,3.53125,0.0,140.75,1.25,120.25,38.25,2.0,0.5,0.0,12.75,False,True,False,False,False,False,False,False
Erik Koch,Ricardo Lamas,UFC on FOX: Johnson vs Dodson,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,John McCarthy,Blue,KO/TKO,Elbows,2,False,Featherweight,3,False,5.08,-6,0.0,-225,24,21-25,Southpaw,205,30,26-30,Orthodox,0.5,64.0,22.0,0.0,0.0,0.0,18.0,0.25,52.0,24.25,2.25,0.75,2.25,108.75,True,True,False,False,False,False,False,False
Mike Russow,Shawn Jordan,UFC on FOX: Johnson vs Dodson,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,Herb Dean,Blue,KO/TKO,,2,False,Heavyweight,3,False,2.54,8,-5.08,-130,36,36-40,Orthodox,120,28,26-30,Southpaw,0.0625,26.0,10.6875,4.5,2.375,0.125,235.6875,0.0,77.0,39.5,2.5,0.0,0.0,220.0,False,False,False,False,False,False,False,False
Mike Stumpf,Pascal Krauss,UFC on FOX: Johnson vs Dodson,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,Herb Dean,Blue,U-DEC,,3,False,Welterweight,3,False,-7.62,1,-2.54,250,26,26-30,Orthodox,-275,25,21-25,Orthodox,0.0,4.0,0.0,0.0,0.0,1.0,24.0,0.0,96.5,41.5,3.5,2.0,1.0,296.5,False,False,False,False,False,False,False,False
Rafael Natal,Sean Spencer,UFC on FOX: Johnson vs Dodson,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,Robert Madrigal,Red,SUB,Arm Triangle,3,False,Middleweight,3,False,5.08,5,2.54,-235,30,26-30,Orthodox,215,25,21-25,Southpaw,1.0,95.6875,53.4375,7.6875,2.9375,0.5,170.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Rampage Jackson,Glover Teixeira,UFC on FOX: Johnson vs Dodson,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,Herb Dean,Blue,,,,False,Light Heavyweight,3,False,-2.54,1,-7.62,215,34,31-35,Orthodox,-235,33,31-35,Orthodox,0.078125,54.376953125,21.7568359375,2.4091796875,0.59765625,0.0,37.4853515625,0.5,87.5,50.0,1.5,1.5,1.0,242.5,False,True,False,False,False,False,False,False
Ryan Bader,Vladimir Matyushenko,UFC on FOX: Johnson vs Dodson,2013-01-26,1,2013,MALE,Chicago,Illinois,USA,John McCarthy,Red,SUB,Guillotine Choke,1,False,Light Heavyweight,3,False,5.08,-13,0.0,-525,29,26-30,Orthodox,450,42,41-45,Orthodox,0.142578125,48.34765625,19.568359375,2.662109375,1.123046875,0.00390625,140.3046875,0.25,15.6064453125,8.65234375,0.5576171875,0.40234375,0.015625,17.25390625,False,False,False,False,False,False,False,False
