r_fighter,b_fighter,date,location,winner,titlebout,weightclass,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,b_currentlosestreak,b_currentwinstreak,b_draws,b_longestwinstreak,b_wins,b_losses,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,b_totalroundsfought,b_totaltitlebouts,b_avgsigstrlanded,b_avgsigstrpct,b_avgsubatt,b_avgtdlanded,b_avgtdpct,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,r_currentlosestreak,r_currentwinstreak,r_draws,r_longestwinstreak,r_wins,r_losses,r_winsbyko,r_winsbysubmission,r_winsbytkodoctorstoppage,r_totalroundsfought,r_totaltitlebouts,r_avgsigstrlanded,r_avgsigstrpct,r_avgsubatt,r_avgtdlanded,r_avgtdpct
Tim Elliott,Victor Altamirano,2023-06-03,"Las Vegas, Nevada, USA",Red,False,Flyweight,32.0,Switch,172.72,177.8,125.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,10.0,0.0,4.55,0.57,0.0,3.43,0.39,36.0,Southpaw,170.18,167.64,125.0,0.0,1.0,0.0,2.0,7.0,10.0,0.0,1.0,0.0,45.0,1.0,3.39,0.44,1.0,3.73,0.47
Aiemann Zahabi,Aoriqileng,2023-06-10,"Vancouver, British Columbia, Canada",Red,False,Bantamweight,29.0,Orthodox,170.18,175.26,135.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,10.0,0.0,5.31,0.5,0.0,1.45,0.46,35.0,Orthodox,172.72,172.72,135.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,13.0,0.0,3.43,0.43,0.0,0.2,0.16
Amanda Nunes,Irene Aldana,2023-06-10,"Vancouver, British Columbia, Canada",Red,True,Women's Bantamweight,35.0,Orthodox,175.26,172.72,135.0,0.0,2.0,0.0,3.0,7.0,4.0,3.0,1.0,0.0,31.0,0.0,5.24,0.4,0.2,0.16,0.5,35.0,Orthodox,172.72,175.26,135.0,0.0,1.0,0.0,12.0,16.0,3.0,8.0,3.0,0.0,45.0,11.0,4.55,0.51,0.7,2.73,0.54
Charles Oliveira,Beneil Dariush,2023-06-10,"Vancouver, British Columbia, Canada",Red,False,Lightweight,34.0,Southpaw,177.8,182.88,155.0,0.0,8.0,1.0,8.0,16.0,4.0,3.0,5.0,0.0,45.0,0.0,3.78,0.48,0.9,1.9,0.34,33.0,Orthodox,177.8,187.96,155.0,1.0,0.0,0.0,11.0,21.0,9.0,3.0,16.0,0.0,59.0,3.0,3.39,0.53,2.8,2.17,0.4
Dan Ige,Nate Landwehr,2023-06-10,"Vancouver, British Columbia, Canada",Red,False,Featherweight,35.0,Orthodox,175.26,182.88,145.0,0.0,3.0,0.0,3.0,4.0,2.0,0.0,2.0,0.0,13.0,0.0,6.25,0.46,1.0,1.0,0.41,31.0,Orthodox,170.18,180.34,145.0,0.0,1.0,0.0,6.0,9.0,5.0,3.0,2.0,0.0,39.0,0.0,3.7,0.45,0.3,0.99,0.26
David Dvorak,Steve Erceg,2023-06-10,"Vancouver, British Columbia, Canada",Blue,False,Flyweight,27.0,Orthodox,172.72,172.72,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.37,0.48,0.5,1.16,0.26,31.0,Orthodox,165.1,172.72,125.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,13.0,0.0,3.48,0.43,0.2,0.58,0.3
Diana Belbita,Maria Oliveira,2023-06-10,"Vancouver, British Columbia, Canada",Red,False,Women's Strawweight,26.0,Orthodox,167.64,175.26,115.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,10.0,0.0,5.03,0.38,0.0,0.95,0.44,26.0,Orthodox,170.18,172.72,115.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,10.0,0.0,6.54,0.42,0.0,0.91,0.62
Kyle Nelson,Blake Bilder,2023-06-10,"Vancouver, British Columbia, Canada",Red,False,Featherweight,32.0,Switch,172.72,172.72,145.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,3.81,0.48,0.6,0.31,0.07,32.0,Switch,180.34,180.34,145.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,15.0,0.0,3.65,0.45,0.6,1.1,0.2
Marc-Andre Barriault,Eryk Anders,2023-06-10,"Vancouver, British Columbia, Canada",Red,False,Middleweight,36.0,Southpaw,185.42,190.5,185.0,0.0,1.0,0.0,2.0,7.0,7.0,4.0,0.0,0.0,38.0,0.0,3.41,0.47,0.1,1.79,0.26,33.0,Orthodox,185.42,187.96,185.0,0.0,1.0,0.0,2.0,4.0,5.0,2.0,1.0,0.0,24.0,0.0,6.12,0.47,0.1,0.21,0.25
Mike Malott,Adam Fugitt,2023-06-10,"Vancouver, British Columbia, Canada",Red,False,Welterweight,34.0,Southpaw,185.42,195.58,170.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,4.72,0.45,0.0,2.04,0.29,31.0,Orthodox,185.42,185.42,170.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,3.83,0.46,1.0,3.04,0.6
Miranda Maverick,Jasmine Jasudavicius,2023-06-10,"Vancouver, British Columbia, Canada",Blue,False,Women's Flyweight,34.0,Orthodox,170.18,172.72,125.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,12.0,0.0,3.79,0.45,0.5,2.39,0.41,25.0,Southpaw,160.02,165.1,125.0,0.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,15.0,0.0,3.59,0.45,0.3,2.43,0.45
Arman Tsarukyan,Joaquim Silva,2023-06-17,"Las Vegas, Nevada, USA",Red,False,Lightweight,34.0,Southpaw,172.72,175.26,155.0,0.0,1.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,18.0,0.0,3.66,0.43,0.8,0.39,0.5,26.0,Orthodox,170.18,182.88,155.0,0.0,1.0,0.0,5.0,6.0,2.0,2.0,0.0,0.0,23.0,0.0,3.79,0.48,0.0,3.25,0.37
Armen Petrosyan,Christian Leroy Duncan,2023-06-17,"Las Vegas, Nevada, USA",Red,False,Middleweight,27.0,Switch,187.96,200.66,185.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.71,0.62,0.0,0.31,0.14,32.0,Orthodox,190.5,180.34,185.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,10.0,0.0,5.69,0.52,0.0,0.22,0.33
Carlos Hernandez,Denys Bondar,2023-06-17,"Las Vegas, Nevada, USA",Red,False,Flyweight,30.0,Orthodox,167.64,175.26,125.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.59,0.5,0.0,3.99,0.58,29.0,Orthodox,172.72,170.18,125.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,4.11,0.46,0.2,1.08,0.17
Jimmy Flick,Alessandro Costa,2023-06-17,"Las Vegas, Nevada, USA",Blue,False,Flyweight,27.0,Orthodox,162.56,170.18,125.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,4.14,0.47,0.0,0.27,0.12,32.0,Orthodox,170.18,172.72,125.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,5.0,0.0,1.94,0.5,4.3,1.55,0.21
Kyung Ho Kang,Cristian Quinonez,2023-06-17,"Las Vegas, Nevada, USA",Red,False,Bantamweight,27.0,Orthodox,172.72,177.8,135.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,4.19,0.4,0.0,1.37,0.37,35.0,Orthodox,175.26,185.42,135.0,0.0,1.0,0.0,3.0,7.0,3.0,0.0,3.0,0.0,29.0,0.0,3.13,0.47,0.8,1.97,0.5
Manuel Torres,Nikolas Motta,2023-06-17,"Las Vegas, Nevada, USA",Red,False,Lightweight,30.0,Orthodox,175.26,177.8,155.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,3.08,0.33,0.0,0.0,0.0,28.0,Switch,177.8,185.42,155.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,8.14,0.58,1.6,3.26,0.66
Marvin Vettori,Jared Cannonier,2023-06-17,"Las Vegas, Nevada, USA",Blue,False,Middleweight,39.0,Switch,180.34,195.58,185.0,0.0,1.0,0.0,3.0,9.0,6.0,6.0,0.0,0.0,40.0,1.0,4.49,0.5,0.0,0.42,0.46,29.0,Southpaw,182.88,187.96,185.0,0.0,1.0,1.0,5.0,9.0,4.0,0.0,2.0,0.0,46.0,1.0,4.56,0.45,0.5,1.66,0.45
Nicolas Dalby,Muslim Salikhov,2023-06-17,"Las Vegas, Nevada, USA",Red,False,Welterweight,39.0,Orthodox,180.34,177.8,170.0,0.0,1.0,0.0,5.0,6.0,2.0,3.0,0.0,0.0,19.0,0.0,3.32,0.49,0.0,1.12,0.33,38.0,Orthodox,180.34,187.96,170.0,0.0,2.0,1.0,2.0,5.0,3.0,0.0,0.0,0.0,28.0,0.0,4.06,0.43,0.1,1.01,0.27
Pat Sabatini,Lucas Almeida,2023-06-17,"Las Vegas, Nevada, USA",Red,False,Featherweight,32.0,Orthodox,180.34,180.34,145.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,4.94,0.43,0.0,0.0,0.0,32.0,Orthodox,172.72,177.8,145.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,11.0,0.0,2.02,0.59,1.9,3.73,0.42
Tereza Bleda,Gabriella Fernandes,2023-06-17,"Las Vegas, Nevada, USA",Red,False,Women's Flyweight,29.0,Southpaw,167.64,167.64,125.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.73,0.49,0.0,0.67,0.22,21.0,Orthodox,175.26,180.34,125.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,3.02,0.53,0.7,1.81,0.27
Zac Pauga,Modestas Bukauskas,2023-06-17,"Las Vegas, Nevada, USA",Blue,False,Light Heavyweight,29.0,Switch,190.5,198.12,205.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,3.21,0.42,0.2,0.38,0.66,35.0,Orthodox,187.96,193.04,205.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,4.46,0.62,0.0,0.38,0.07
Amanda Ribas,Maycee Barber,2023-06-24,"Jacksonville, Florida, USA",Blue,False,Women's Flyweight,25.0,Switch,165.1,165.1,125.0,0.0,4.0,0.0,4.0,8.0,2.0,4.0,0.0,0.0,26.0,0.0,4.7,0.53,0.1,1.44,0.43,29.0,Orthodox,160.02,167.64,125.0,0.0,1.0,0.0,4.0,6.0,2.0,0.0,2.0,0.0,20.0,0.0,4.63,0.4,0.7,2.07,0.51
Brendan Allen,Bruno Silva,2023-06-24,"Jacksonville, Florida, USA",Red,False,Middleweight,33.0,Orthodox,182.88,187.96,185.0,0.0,1.0,0.0,3.0,4.0,2.0,4.0,0.0,0.0,12.0,0.0,4.12,0.49,0.0,0.93,0.27,27.0,Orthodox,187.96,190.5,185.0,0.0,4.0,0.0,4.0,10.0,2.0,1.0,6.0,0.0,24.0,0.0,3.98,0.53,1.4,1.74,0.47
Cody Brundage,Sedriques Dumas,2023-06-24,"Jacksonville, Florida, USA",Blue,False,Middleweight,27.0,Orthodox,187.96,200.66,185.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,2.15,0.48,0.3,1.31,0.35,29.0,Orthodox,182.88,182.88,185.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,9.0,0.0,1.62,0.54,0.9,2.31,0.5
David Onama,Gabriel Santos,2023-06-24,"Jacksonville, Florida, USA",Red,False,Featherweight,26.0,Orthodox,175.26,177.8,145.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.46,0.55,1.2,4.34,0.46,29.0,Orthodox,180.34,187.96,145.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,9.0,0.0,5.04,0.48,0.5,0.67,0.17
Jamall Emmers,Jack Jenkins,2023-06-24,"Jacksonville, Florida, USA",Blue,False,Featherweight,29.0,Switch,170.18,172.72,145.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,4.83,0.6,0.0,2.12,0.69,33.0,Orthodox,177.8,187.96,145.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,12.0,0.0,5.3,0.48,0.2,1.83,0.4
Josh Emmett,Ilia Topuria,2023-06-24,"Jacksonville, Florida, USA",Blue,False,Featherweight,26.0,Orthodox,170.18,175.26,145.0,0.0,5.0,0.0,5.0,5.0,0.0,3.0,1.0,0.0,9.0,1.0,4.4,0.46,1.3,1.92,0.56,38.0,Orthodox,167.64,177.8,145.0,1.0,0.0,0.0,5.0,9.0,3.0,3.0,0.0,0.0,32.0,1.0,4.04,0.36,0.1,0.91,0.37
Mateusz Rebecki,Loik Radzhabov,2023-06-24,"Jacksonville, Florida, USA",Red,False,Lightweight,32.0,Orthodox,180.34,175.26,155.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.89,0.44,0.0,4.65,0.57,30.0,Southpaw,170.18,167.64,155.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,4.69,0.48,1.0,4.12,0.75
Neil Magny,Phil Rowe,2023-06-24,"Jacksonville, Florida, USA",Red,False,Welterweight,32.0,Orthodox,190.5,203.2,170.0,0.0,3.0,0.0,3.0,4.0,1.0,4.0,0.0,0.0,13.0,0.0,3.65,0.49,0.3,0.7,0.36,35.0,Orthodox,190.5,203.2,170.0,1.0,0.0,0.0,7.0,20.0,9.0,5.0,2.0,0.0,78.0,0.0,3.44,0.46,0.2,2.15,0.4
Randy Brown,Wellington Turman,2023-06-24,"Jacksonville, Florida, USA",Red,False,Welterweight,26.0,Orthodox,182.88,182.88,170.0,1.0,0.0,0.0,2.0,3.0,4.0,0.0,1.0,0.0,16.0,0.0,3.23,0.51,0.8,1.55,0.2,32.0,Orthodox,190.5,198.12,170.0,1.0,0.0,0.0,4.0,10.0,5.0,2.0,3.0,0.0,36.0,0.0,4.38,0.47,0.6,0.72,0.39
Tabatha Ricci,Gillian Robertson,2023-06-24,"Jacksonville, Florida, USA",Red,False,Women's Strawweight,28.0,Orthodox,165.1,160.02,115.0,0.0,2.0,0.0,2.0,9.0,5.0,1.0,7.0,0.0,29.0,0.0,2.83,0.48,1.1,2.48,0.42,28.0,Orthodox,154.94,154.94,115.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,10.0,0.0,4.63,0.38,0.1,2.99,0.38
Trevor Peek,Chepe Mariscal,2023-06-24,"Jacksonville, Florida, USA",Blue,False,Lightweight,30.0,Orthodox,170.18,175.26,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.57,0.3,3.09,0.39,28.0,Switch,175.26,177.8,155.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,4.58,0.54,0.0,1.82,0.53
Zhalgas Zhumagulov,Joshua Van,2023-06-24,"Jacksonville, Florida, USA",Blue,False,Flyweight,21.0,Orthodox,165.1,165.1,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,0.52,0.0,1.2,0.5,34.0,Switch,162.56,167.64,125.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,14.0,0.0,5.24,0.43,0.2,1.3,0.19
Alexandr Romanov,Blagoy Ivanov,2023-07-01,"Las Vegas, Nevada, USA",Red,False,Heavyweight,36.0,Southpaw,180.34,185.42,250.0,1.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,23.0,0.0,3.25,0.4,0.1,0.69,0.4,32.0,Southpaw,187.96,190.5,262.0,2.0,0.0,0.0,5.0,5.0,2.0,1.0,3.0,0.0,13.0,0.0,3.94,0.52,0.8,4.17,0.54
Ariane da Silva,Melissa Gatto,2023-07-01,"Las Vegas, Nevada, USA",Red,False,Women's Flyweight,27.0,Orthodox,165.1,175.26,135.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,8.0,0.0,3.78,0.49,0.5,1.47,0.28,29.0,Orthodox,167.64,170.18,125.0,0.0,1.0,0.0,2.0,4.0,5.0,0.0,1.0,0.0,21.0,0.0,4.1,0.41,0.3,0.56,0.55
Brunno Ferreira,Nursulton Ruziboev,2023-07-01,"Las Vegas, Nevada, USA",Blue,False,Middleweight,29.0,Orthodox,195.58,193.04,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.43,0.0,0.77,1.0,30.0,Orthodox,177.8,182.88,185.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,4.99,0.54,0.0,0.89,0.16
